"Asset No","SAP Ref. No","Invoice No","Asset Name",Category,Type,Status,"Serial No",Make,Model,"Pur Value","Pur Date","Pur From","PO No","User Full Name",Department,Division,Factory,Site,N.Username,"Part Name","Mother Board",Processor,Speed,SSD,HDD,RAM,Network,"Mac Address","Total Cost",OS,"Last Rebuild",Bag,OEM,"OEM Serial",Remark
BD-04568,0,EITORD2025001644,SDLD653,Computer,Desktop,Stock,4CE520C4SR,HP,"Pro Tower 290 G9",101200,2025-12-24,"Eastern IT",SDL2000660,,MIS,LWR,SDL,SDL,,B70TJAT#BH5,"Pro Tower 290 G9","IntelÂ® Coreâ„¢ i7-12700",4.90,512,,8196,"LAN & Wi-Fi",,8196,"WIN 11 Pro",2026-01-08,,"WIN 11 Pro",NM7MK-QW2CV-D84YB-762XD-PYT6T,
BD-04568,0,EITORD2025001644,SDLD653,Computer,Desktop,Stock,4CE520C4SR,HP,"Pro Tower 290 G9",101200,2025-12-24,"Eastern IT",SDL2000660,,MIS,LWR,SDL,SDL,,B70TJAT#BH5,"Pro Tower 290 G9","IntelÂ® Coreâ„¢ i7-12700",4.90,512,,8196,"LAN & Wi-Fi",,8196,"WIN 11 Pro",2026-01-08,,"WIN 11 Pro",NM7MK-QW2CV-D84YB-762XD-PYT6T,
BD-04569,0,EITORD2025001644,SDLD649,Computer,Desktop,Stock,4CE520C502,HP,"Pro Tower 290 G9",101200,2025-12-24,"Eastern IT",SDL2000660,,MIS,LWR,SDL,SDL,,B70TJAT#BH5,"Pro Tower 290 G9","IntelÂ® Coreâ„¢ i7-12700",4.90,512,,8196,"LAN & Wi-Fi",,8196,"WIN 11 Pro",2026-01-04,,"WIN 11 Pro",NGBM8-3VMMW-GWV3Q-72JWQ-C3726,
BD-04570,0,EITORD2025001644,,Computer,Desktop,Stock,4CE520C5FZ,HP,"Pro Tower 290 G9",101200,2025-12-24,"Eastern IT",SDL2000660,,MIS,LWR,SDL,SDL,,B70TJAT#BH5,"Pro Tower 290 G9","IntelÂ® Coreâ„¢ i7-12700",4.90,512,,8196,"LAN & Wi-Fi",,8196,"WIN 11 Pro",2026-01-04,,"WIN 11 Pro",,
BD-04571,0,EITORD2025001644,SDLD647,Computer,Desktop,Stock,4CE520C5S3,HP,"Pro Tower 290 G9",101200,2025-12-24,"Eastern IT",SDL2000660,,MIS,LWR,SDL,SDL,,B70TJAT#BH5,"Pro Tower 290 G9","IntelÂ® Coreâ„¢ i7-12700",4.90,512,,8196,"LAN & Wi-Fi",,8196,"WIN 11 Pro",2026-01-04,,"WIN 11 Pro",NTJGQ-4HTGM-V6FP7-RTH63-Y4G6T,
BD-04572,0,EITORD2025001644,,Computer,Desktop,Stock,4CE520C5GP,HP,"Pro Tower 290 G9",101200,2025-12-24,"Eastern IT",SDL2000660,,MIS,LWR,SDL,SDL,,B70TJAT#BH5,"Pro Tower 290 G9","IntelÂ® Coreâ„¢ i7-12700",4.90,512,,8196,"LAN & Wi-Fi",,8196,"WIN 11 Pro",2026-01-04,,"WIN 11 Pro",,
BD-04573,0,EITORD2025001644,,Computer,Desktop,Stock,4CE520C5VG,HP,"Pro Tower 290 G9",101200,2025-12-24,"Eastern IT",SDL2000660,,MIS,LWR,SDL,SDL,,B70TJAT#BH5,"Pro Tower 290 G9","IntelÂ® Coreâ„¢ i7-12700",4.90,512,,8196,"LAN & Wi-Fi",,8196,"WIN 11 Pro",2026-01-04,,"WIN 11 Pro",,
BD-04576,0,EITORD2025001644,,Computer,Desktop,Stock,4CE535BQTH,HP,"Pro Tower 290 G9",64737,2025-12-24,"Eastern IT",SDL2000660,,MIS,LWR,SDL,SDL,,CA0S3ES#A2N,"HP Pro Tower 290 G9","Intel (R) Core i5-12400",4.6,512,,8192,"WiFi & LAN",,64737,"Windows 11 Pro",2026-01-04,,"Windows 11 Pro",,
BD-04577,0,EITORD2025001644,,Computer,Desktop,Stock,4CE535BQTP,HP,"Pro Tower 290 G9",64737,2025-12-24,"Eastern IT",SDL2000660,,MIS,LWR,SDL,SDL,,CA0S3ES#A2N,"HP Pro Tower 290 G9","Intel (R) Core i5-12400",4.6,512,,8192,"WiFi & LAN",,64737,"Windows 11 Pro",2026-01-04,,"Windows 11 Pro",,
BD-04578,0,EITORD2025001644,,Computer,Desktop,Stock,4CE535BQTY,HP,"Pro Tower 290 G9",64737,2025-12-24,"Eastern IT",SDL2000660,,MIS,LWR,SDL,SDL,,CA0S3ES#A2N,"HP Pro Tower 290 G9","Intel (R) Core i5-12400",4.6,512,,8192,"WiFi & LAN",,64737,"Windows 11 Pro",2026-01-04,,"Windows 11 Pro",,
BD-04579,0,EITORD2025001644,,Computer,Desktop,Stock,4CE535BQVQ,HP,"Pro Tower 290 G9",64737,2025-12-24,"Eastern IT",SDL2000660,,MIS,LWR,SDL,SDL,,CA0S3ES#A2N,"HP Pro Tower 290 G9","Intel (R) Core i5-12400",4.6,512,,8192,"WiFi & LAN",,64737,"Windows 11 Pro",2026-01-04,,"Windows 11 Pro",,
BD-04580,0,EITORD2025001644,,Computer,Desktop,Stock,4CE535BQW5,HP,"Pro Tower 290 G9",64737,2025-12-24,"Eastern IT",SDL2000660,,MIS,LWR,SDL,SDL,,CA0S3ES#A2N,"HP Pro Tower 290 G9","Intel (R) Core i5-12400",4.6,512,,8192,"WiFi & LAN",,64737,"Windows 11 Pro",2026-01-04,,"Windows 11 Pro",,
BD-04581,0,EITORD2025001644,,Computer,Desktop,Stock,4CE537D9BD,HP,"Pro Tower 290 G9",64737,2025-12-24,"Eastern IT",SDL2000660,,MIS,LWR,SDL,SDL,,CA0S3ES#A2N,"HP Pro Tower 290 G9","Intel (R) Core i5-12400",4.6,512,,8192,"WiFi & LAN",,64737,"Windows 11 Pro",2026-01-04,,"Windows 11 Pro",,
BD-04582,0,EITORD2025001644,,Computer,Desktop,Stock,4CE537D9CC,HP,"Pro Tower 290 G9",64737,2025-12-24,"Eastern IT",SDL2000660,,MIS,LWR,SDL,SDL,,CA0S3ES#A2N,"HP Pro Tower 290 G9","Intel (R) Core i5-12400",4.6,512,,8192,"WiFi & LAN",,64737,"Windows 11 Pro",2026-01-04,,"Windows 11 Pro",,
BD-04583,0,EITORD2025001644,,Computer,Desktop,Stock,4CE537D9DT,HP,"Pro Tower 290 G9",64737,2025-12-24,"Eastern IT",SDL2000660,,MIS,LWR,SDL,SDL,,CA0S3ES#A2N,"HP Pro Tower 290 G9","Intel (R) Core i5-12400",4.6,512,,8192,"WiFi & LAN",,64737,"Windows 11 Pro",2026-01-04,,"Windows 11 Pro",,
BD-04584,0,EITORD2025001644,,Computer,Desktop,Stock,4CE537D9FG,HP,"Pro Tower 290 G9",64737,2025-12-24,"Eastern IT",SDL2000660,,MIS,LWR,SDL,SDL,,CA0S3ES#A2N,"HP Pro Tower 290 G9","Intel (R) Core i5-12400",4.6,512,,8192,"WiFi & LAN",,64737,"Windows 11 Pro",2026-01-04,,"Windows 11 Pro",,
BD-04585,0,EITORD2025001644,,Computer,Desktop,Stock,4CE537D9G8,HP,"Pro Tower 290 G9",64737,2025-12-24,"Eastern IT",SDL2000660,,MIS,LWR,SDL,SDL,,CA0S3ES#A2N,"HP Pro Tower 290 G9","Intel (R) Core i5-12400",4.6,512,,8192,"WiFi & LAN",,64737,"Windows 11 Pro",2026-01-04,,"Windows 11 Pro",,
BD-04586,0,EITORD2025001644,,Computer,Desktop,Stock,4CE537D9GQ,HP,"Pro Tower 290 G9",64737,2025-12-24,"Eastern IT",SDL2000660,,MIS,LWR,SDL,SDL,,CA0S3ES#A2N,"HP Pro Tower 290 G9","Intel (R) Core i5-12400",4.6,512,,8192,"WiFi & LAN",,64737,"Windows 11 Pro",2026-01-04,,"Windows 11 Pro",,
BD-04587,0,EITORD2025001644,,Computer,Desktop,Stock,4CE537D9JD,HP,"Pro Tower 290 G9",64737,2025-12-24,"Eastern IT",SDL2000660,,MIS,LWR,SDL,SDL,,CA0S3ES#A2N,"HP Pro Tower 290 G9","Intel (R) Core i5-12400",4.6,512,,8192,"WiFi & LAN",,64737,"Windows 11 Pro",2026-01-04,,"Windows 11 Pro",,
BD-04588,0,EITORD2025001644,,Computer,Desktop,Stock,4CE537D9K8,HP,"Pro Tower 290 G9",64737,2025-12-24,"Eastern IT",SDL2000660,,MIS,LWR,SDL,SDL,,CA0S3ES#A2N,"HP Pro Tower 290 G9","Intel (R) Core i5-12400",4.6,512,,8192,"WiFi & LAN",,64737,"Windows 11 Pro",2026-01-04,,"Windows 11 Pro",,
BD-04589,0,EITORD2025001644,,Computer,Desktop,Stock,4CE537D9MV,HP,"Pro Tower 290 G9",64737,2025-12-24,"Eastern IT",SDL2000660,,MIS,LWR,SDL,SDL,,CA0S3ES#A2N,"HP Pro Tower 290 G9","Intel (R) Core i5-12400",4.6,512,,8192,"WiFi & LAN",,64737,"Windows 11 Pro",2026-01-04,,"Windows 11 Pro",,
BD-04590,0,EITORD2025001644,,Computer,Desktop,Stock,4CE537D9NF,HP,"Pro Tower 290 G9",64737,2025-12-24,"Eastern IT",SDL2000660,,MIS,LWR,SDL,SDL,,CA0S3ES#A2N,"HP Pro Tower 290 G9","Intel (R) Core i5-12400",4.6,512,,8192,"WiFi & LAN",,64737,"Windows 11 Pro",2026-01-04,,"Windows 11 Pro",,
BD-04591,0,EITORD2025001644,,Computer,Desktop,Stock,4CE535BQZT,HP,"Pro Tower 290 G9",64737,2025-12-24,"Eastern IT",SDL2000660,,MIS,LWR,SDL,SDL,,CA0S3ES#A2N,"HP Pro Tower 290 G9","Intel (R) Core i5-12400",4.6,512,,8192,"WiFi & LAN",,64737,"Windows 11 Pro",2026-01-04,,"Windows 11 Pro",,
BD-04592,0,EITORD2025001644,,Computer,Desktop,Stock,4CE534B9CB,HP,"Pro Tower 290 G9",64737,2025-12-24,"Eastern IT",SDL2000660,,MIS,LWR,SDL,SDL,,CA0S3ES#A2N,"HP Pro Tower 290 G9","Intel (R) Core i5-12400",4.6,512,,8192,"WiFi & LAN",,64737,"Windows 11 Pro",2026-01-04,,"Windows 11 Pro",,
BD-04593,0,EITORD2025001644,,Computer,Desktop,Stock,4CE534BK4W,HP,"Pro Tower 290 G9",64737,2025-12-24,"Eastern IT",SDL2000660,,MIS,LWR,SDL,SDL,,CA0S3ES#A2N,"HP Pro Tower 290 G9","Intel (R) Core i5-12400",4.6,512,,8192,"WiFi & LAN",,64737,"Windows 11 Pro",2026-01-04,,"Windows 11 Pro",,
BD-04594,0,EITORD2025001644,,Computer,Desktop,Stock,4CE534BK5K,HP,"Pro Tower 290 G9",64737,2025-12-24,"Eastern IT",SDL2000660,,MIS,LWR,SDL,SDL,,CA0S3ES#A2N,"HP Pro Tower 290 G9","Intel (R) Core i5-12400",4.6,512,,8192,"WiFi & LAN",,64737,"Windows 11 Pro",2026-01-04,,"Windows 11 Pro",,
BD-04595,0,EITORD2025001644,,Computer,Desktop,Stock,4CE534BK31,HP,"Pro Tower 290 G9",64737,2025-12-24,"Eastern IT",SDL2000660,,MIS,LWR,SDL,SDL,,CA0S3ES#A2N,"HP Pro Tower 290 G9","Intel (R) Core i5-12400",4.6,512,,8192,"WiFi & LAN",,64737,"Windows 11 Pro",2026-01-04,,"Windows 11 Pro",,
BD-04596,0,EITORD2025001644,,Computer,Desktop,Stock,4CE534BK4C,HP,"Pro Tower 290 G9",64737,2025-12-24,"Eastern IT",SDL2000660,,MIS,LWR,SDL,SDL,,CA0S3ES#A2N,"HP Pro Tower 290 G9","Intel (R) Core i5-12400",4.6,512,,8192,"WiFi & LAN",,64737,"Windows 11 Pro",2026-01-04,,"Windows 11 Pro",,
BD-04597,0,EITORD2025001644,,Computer,Desktop,Stock,4CE534BK3C,HP,"Pro Tower 290 G9",64737,2025-12-24,"Eastern IT",SDL2000660,,MIS,LWR,SDL,SDL,,CA0S3ES#A2N,"HP Pro Tower 290 G9","Intel (R) Core i5-12400",4.6,512,,8192,"WiFi & LAN",,64737,"Windows 11 Pro",2026-01-04,,"Windows 11 Pro",,
BD-04598,0,EITORD2025001644,,Computer,Desktop,Stock,4CE449CRXY,HP,"Pro Tower 290 G9",64737,2025-12-24,"Eastern IT",SDL2000660,,MIS,LWR,SDL,SDL,,CA0S3ES#A2N,"HP Pro Tower 290 G9","Intel (R) Core i5-12400",4.6,512,,8192,"WiFi & LAN",,64737,"Windows 11 Pro",2026-01-04,,"Windows 11 Pro",,
BD-04599,0,EITORD2025001644,,Computer,Desktop,Stock,4CE510D763,HP,"Pro Tower 290 G9",64737,2025-12-24,"Eastern IT",SDL2000660,,MIS,LWR,SDL,SDL,,CA0S3ES#A2N,"HP Pro Tower 290 G9","Intel (R) Core i5-12400",4.6,512,,8192,"WiFi & LAN",,64737,"Windows 11 Pro",2026-01-04,,"Windows 11 Pro",,
BD-04600,0,EITORD2025001644,,Computer,Desktop,Stock,4CE537D994,HP,"Pro Tower 290 G9",64737,2025-12-24,"Eastern IT",SDL2000660,,MIS,LWR,SDL,SDL,,CA0S3ES#A2N,"HP Pro Tower 290 G9","Intel (R) Core i5-12400",4.6,512,,8192,"WiFi & LAN",,64737,"Windows 11 Pro",2026-01-04,,"Windows 11 Pro",,
BD-04601,0,EITORD2025001644,,Computer,Desktop,Stock,4CE537D96R,HP,"Pro Tower 290 G9",64737,2025-12-24,"Eastern IT",SDL2000660,,MIS,LWR,SDL,SDL,,CA0S3ES#A2N,"HP Pro Tower 290 G9","Intel (R) Core i5-12400",4.6,512,,8192,"WiFi & LAN",,64737,"Windows 11 Pro",2026-01-04,,"Windows 11 Pro",,
BD-04602,0,EITORD2025001644,,Computer,Desktop,Stock,4CE537D97J,HP,"Pro Tower 290 G9",64737,2025-12-24,"Eastern IT",SDL2000660,,MIS,LWR,SDL,SDL,,CA0S3ES#A2N,"HP Pro Tower 290 G9","Intel (R) Core i5-12400",4.6,512,,8192,"WiFi & LAN",,64737,"Windows 11 Pro",2026-01-04,,"Windows 11 Pro",,
BD-04603,0,EITORD2025001644,,Computer,Desktop,Stock,4CE537D97T,HP,"Pro Tower 290 G9",64737,2025-12-24,"Eastern IT",SDL2000660,,MIS,LWR,SDL,SDL,,CA0S3ES#A2N,"HP Pro Tower 290 G9","Intel (R) Core i5-12400",4.6,512,,8192,"WiFi & LAN",,64737,"Windows 11 Pro",2026-01-04,,"Windows 11 Pro",,
BD-04604,0,EITORD2025001644,,Computer,Desktop,Stock,4CE537D96Q,HP,"Pro Tower 290 G9",64737,2025-12-24,"Eastern IT",SDL2000660,,MIS,LWR,SDL,SDL,,CA0S3ES#A2N,"HP Pro Tower 290 G9","Intel (R) Core i5-12400",4.6,512,,8192,"WiFi & LAN",,64737,"Windows 11 Pro",2026-01-04,,"Windows 11 Pro",,
BD-04605,0,EITORD2025001644,,Computer,Desktop,Stock,4CE537D984,HP,"Pro Tower 290 G9",64737,2025-12-24,"Eastern IT",SDL2000660,,MIS,LWR,SDL,SDL,,CA0S3ES#A2N,"HP Pro Tower 290 G9","Intel (R) Core i5-12400",4.6,512,,8192,"WiFi & LAN",,64737,"Windows 11 Pro",2026-01-04,,"Windows 11 Pro",,
BD-04606,0,EITORD2025001644,,Computer,Desktop,Stock,4CE535BQVY,HP,"Pro Tower 290 G9",64737,2025-12-24,"Eastern IT",SDL2000660,,MIS,LWR,SDL,SDL,,CA0S3ES#A2N,"HP Pro Tower 290 G9","Intel (R) Core i5-12400",4.6,512,,8192,"WiFi & LAN",,64737,"Windows 11 Pro",2026-01-04,,"Windows 11 Pro",,
BD-04607,0,EITORD2025001644,,Computer,Desktop,Stock,4CE537D97R,HP,"Pro Tower 290 G9",64737,2025-12-24,"Eastern IT",SDL2000660,,MIS,LWR,SDL,SDL,,CA0S3ES#A2N,"HP Pro Tower 290 G9","Intel (R) Core i5-12400",4.6,512,,8192,"WiFi & LAN",,64737,"Windows 11 Pro",2026-01-04,,"Windows 11 Pro",,
BD-04608,0,EITORD2025001644,,Computer,Desktop,Stock,4CE537D97P,HP,"Pro Tower 290 G9",64737,2025-12-24,"Eastern IT",SDL2000660,,MIS,LWR,SDL,SDL,,CA0S3ES#A2N,"HP Pro Tower 290 G9","Intel (R) Core i5-12400",4.6,512,,8192,"WiFi & LAN",,64737,"Windows 11 Pro",2026-01-04,,"Windows 11 Pro",,
BD-04609,0,EITORD2025001644,,Computer,Desktop,Stock,4CE537D982,HP,"Pro Tower 290 G9",64737,2025-12-24,"Eastern IT",SDL2000660,,MIS,LWR,SDL,SDL,,CA0S3ES#A2N,"HP Pro Tower 290 G9","Intel (R) Core i5-12400",4.6,512,,8192,"WiFi & LAN",,64737,"Windows 11 Pro",2026-01-04,,"Windows 11 Pro",,
BD-04610,0,EITORD2025001644,,Computer,Desktop,Stock,4CE537D9MY,HP,"Pro Tower 290 G9",64737,2025-12-24,"Eastern IT",SDL2000660,,MIS,LWR,SDL,SDL,,CA0S3ES#A2N,"HP Pro Tower 290 G9","Intel (R) Core i5-12400",4.6,512,,8192,"WiFi & LAN",,64737,"Windows 11 Pro",2026-01-04,,"Windows 11 Pro",,
BD-04611,0,EITORD2025001644,,Computer,Desktop,Stock,4CE537D962,HP,"Pro Tower 290 G9",64737,2025-12-24,"Eastern IT",SDL2000660,,MIS,LWR,SDL,SDL,,CA0S3ES#A2N,"HP Pro Tower 290 G9","Intel (R) Core i5-12400",4.6,512,,8192,"WiFi & LAN",,64737,"Windows 11 Pro",2026-01-04,,"Windows 11 Pro",,
BD-04612,0,EITORD2025001644,,Computer,Desktop,Stock,4CE537D9M1,HP,"Pro Tower 290 G9",64737,2025-12-24,"Eastern IT",SDL2000660,,MIS,LWR,SDL,SDL,,CA0S3ES#A2N,"HP Pro Tower 290 G9","Intel (R) Core i5-12400",4.6,512,,8192,"WiFi & LAN",,64737,"Windows 11 Pro",2026-01-04,,"Windows 11 Pro",,
BD-04613,0,EITORD2025001644,,Computer,Desktop,Stock,4CE535BQTG,HP,"Pro Tower 290 G9",64737,2025-12-24,"Eastern IT",SDL2000660,,MIS,LWR,SDL,SDL,,CA0S3ES#A2N,"HP Pro Tower 290 G9","Intel (R) Core i5-12400",4.6,512,,8192,"WiFi & LAN",,64737,"Windows 11 Pro",2026-01-04,,"Windows 11 Pro",,
BD-04614,0,EITORD2025001644,,Computer,Desktop,Stock,4CE535BQW7,HP,"Pro Tower 290 G9",64737,2025-12-24,"Eastern IT",SDL2000660,,MIS,LWR,SDL,SDL,,CA0S3ES#A2N,"HP Pro Tower 290 G9","Intel (R) Core i5-12400",4.6,512,,8192,"WiFi & LAN",,64737,"Windows 11 Pro",2026-01-04,,"Windows 11 Pro",,
BD-04615,0,EITORD2025001644,,Computer,Desktop,Stock,4CE537D95Y,HP,"Pro Tower 290 G9",64737,2025-12-24,"Eastern IT",SDL2000660,,MIS,LWR,SDL,SDL,,CA0S3ES#A2N,"HP Pro Tower 290 G9","Intel (R) Core i5-12400",4.6,512,,8192,"WiFi & LAN",,64737,"Windows 11 Pro",2026-01-04,,"Windows 11 Pro",,
BD-04616,0,EITORD2025001644,,Computer,Desktop,Stock,4CE535BQX7,HP,"Pro Tower 290 G9",64737,2025-12-24,"Eastern IT",SDL2000660,,MIS,LWR,SDL,SDL,,CA0S3ES#A2N,"HP Pro Tower 290 G9","Intel (R) Core i5-12400",4.6,512,,8192,"WiFi & LAN",,64737,"Windows 11 Pro",2026-01-04,,"Windows 11 Pro",,
BD-04617,0,EITORD2025001644,,Computer,Desktop,Stock,4CE535BQWW,HP,"Pro Tower 290 G9",64737,2025-12-24,"Eastern IT",SDL2000660,,MIS,LWR,SDL,SDL,,CA0S3ES#A2N,"HP Pro Tower 290 G9","Intel (R) Core i5-12400",4.6,512,,8192,"WiFi & LAN",,64737,"Windows 11 Pro",2026-01-04,,"Windows 11 Pro",,
BD-04618,0,EITORD2025001644,,Computer,Desktop,Stock,4CE537D978,HP,"Pro Tower 290 G9",64737,2025-12-24,"Eastern IT",SDL2000660,,MIS,LWR,SDL,SDL,,CA0S3ES#A2N,"HP Pro Tower 290 G9","Intel (R) Core i5-12400",4.6,512,,8192,"WiFi & LAN",,64737,"Windows 11 Pro",2026-01-04,,"Windows 11 Pro",,
BD-04619,0,EITORD2025001644,,Computer,Desktop,Stock,4CE537D9QG,HP,"Pro Tower 290 G9",64737,2025-12-24,"Eastern IT",SDL2000660,,MIS,LWR,SDL,SDL,,CA0S3ES#A2N,"HP Pro Tower 290 G9","Intel (R) Core i5-12400",4.6,512,,8192,"WiFi & LAN",,64737,"Windows 11 Pro",2026-01-04,,"Windows 11 Pro",,
BD-04620,0,EITORD2025001644,,Computer,Desktop,Stock,4CE537D9MT,HP,"Pro Tower 290 G9",64737,2025-12-24,"Eastern IT",SDL2000660,,MIS,LWR,SDL,SDL,,CA0S3ES#A2N,"HP Pro Tower 290 G9","Intel (R) Core i5-12400",4.6,512,,8192,"WiFi & LAN",,64737,"Windows 11 Pro",2026-01-04,,"Windows 11 Pro",,
BD-04621,0,EITORD2025001644,,Computer,Desktop,Stock,4CE537D986,HP,"Pro Tower 290 G9",64737,2025-12-24,"Eastern IT",SDL2000660,,MIS,LWR,SDL,SDL,,CA0S3ES#A2N,"HP Pro Tower 290 G9","Intel (R) Core i5-12400",4.6,512,,8192,"WiFi & LAN",,64737,"Windows 11 Pro",2026-01-04,,"Windows 11 Pro",,
BD-04622,0,EITORD2025001644,,Computer,Desktop,Stock,4CE537D9FX,HP,"Pro Tower 290 G9",64737,2025-12-24,"Eastern IT",SDL2000660,,MIS,LWR,SDL,SDL,,CA0S3ES#A2N,"HP Pro Tower 290 G9","Intel (R) Core i5-12400",4.6,512,,8192,"WiFi & LAN",,64737,"Windows 11 Pro",2026-01-04,,"Windows 11 Pro",,
BD-04623,0,EITORD2025001644,,Computer,Desktop,Stock,4CE535BQY9,HP,"Pro Tower 290 G9",64737,2025-12-24,"Eastern IT",SDL2000660,,MIS,LWR,SDL,SDL,,CA0S3ES#A2N,"HP Pro Tower 290 G9","Intel (R) Core i5-12400",4.6,512,,8192,"WiFi & LAN",,64737,"Windows 11 Pro",2026-01-04,,"Windows 11 Pro",,
BD-04624,0,EITORD2025001644,,Computer,Desktop,Stock,4CE537D9K1,HP,"Pro Tower 290 G9",64737,2025-12-24,"Eastern IT",SDL2000660,,MIS,LWR,SDL,SDL,,CA0S3ES#A2N,"HP Pro Tower 290 G9","Intel (R) Core i5-12400",4.6,512,,8192,"WiFi & LAN",,64737,"Windows 11 Pro",2026-01-04,,"Windows 11 Pro",,
BD-04625,0,EITORD2025001644,,Computer,Desktop,Stock,4CE537D9JN,HP,"Pro Tower 290 G9",64737,2025-12-24,"Eastern IT",SDL2000660,,MIS,LWR,SDL,SDL,,CA0S3ES#A2N,"HP Pro Tower 290 G9","Intel (R) Core i5-12400",4.6,512,,8192,"WiFi & LAN",,64737,"Windows 11 Pro",2026-01-04,,"Windows 11 Pro",,
BD-04626,0,EITORD2025001644,,Computer,Desktop,Stock,4CE537D9CT,HP,"Pro Tower 290 G9",64737,2025-12-24,"Eastern IT",SDL2000660,,MIS,LWR,SDL,SDL,,CA0S3ES#A2N,"HP Pro Tower 290 G9","Intel (R) Core i5-12400",4.6,512,,8192,"WiFi & LAN",,64737,"Windows 11 Pro",2026-01-04,,"Windows 11 Pro",,
BD-04627,0,EITORD2025001644,,Computer,Desktop,Stock,4CE537D9D2,HP,"Pro Tower 290 G9",64737,2025-12-24,"Eastern IT",SDL2000660,,MIS,LWR,SDL,SDL,,CA0S3ES#A2N,"HP Pro Tower 290 G9","Intel (R) Core i5-12400",4.6,512,,8192,"WiFi & LAN",,64737,"Windows 11 Pro",2026-01-04,,"Windows 11 Pro",,
BD-04628,0,EITORD2025001644,,Computer,Desktop,Stock,4CE535BQVW,HP,"Pro Tower 290 G9",64737,2025-12-24,"Eastern IT",SDL2000660,,MIS,LWR,SDL,SDL,,CA0S3ES#A2N,"HP Pro Tower 290 G9","Intel (R) Core i5-12400",4.6,512,,8192,"WiFi & LAN",,64737,"Windows 11 Pro",2026-01-04,,"Windows 11 Pro",,
BD-04629,0,EITORD2025001644,,Computer,Desktop,Stock,4CE537D9CY,HP,"Pro Tower 290 G9",64737,2025-12-24,"Eastern IT",SDL2000660,,MIS,LWR,SDL,SDL,,CA0S3ES#A2N,"HP Pro Tower 290 G9","Intel (R) Core i5-12400",4.6,512,,8192,"WiFi & LAN",,64737,"Windows 11 Pro",2026-01-04,,"Windows 11 Pro",,
BD-04630,0,EITORD2025001644,,Computer,Desktop,Stock,4CE537D9FP,HP,"Pro Tower 290 G9",64737,2025-12-24,"Eastern IT",SDL2000660,,MIS,LWR,SDL,SDL,,CA0S3ES#A2N,"HP Pro Tower 290 G9","Intel (R) Core i5-12400",4.6,512,,8192,"WiFi & LAN",,64737,"Windows 11 Pro",2026-01-04,,"Windows 11 Pro",,
BD-04631,0,EITORD2025001644,,Computer,Desktop,Stock,4CE537D96W,HP,"Pro Tower 290 G9",64737,2025-12-24,"Eastern IT",SDL2000660,,MIS,LWR,SDL,SDL,,CA0S3ES#A2N,"HP Pro Tower 290 G9","Intel (R) Core i5-12400",4.6,512,,8192,"WiFi & LAN",,64737,"Windows 11 Pro",2026-01-04,,"Windows 11 Pro",,
BD-04632,0,EITORD2025001644,,Computer,Desktop,Stock,4CE537D9JM,HP,"Pro Tower 290 G9",64737,2025-12-24,"Eastern IT",SDL2000660,,MIS,LWR,SDL,SDL,,CA0S3ES#A2N,"HP Pro Tower 290 G9","Intel (R) Core i5-12400",4.6,512,,8192,"WiFi & LAN",,64737,"Windows 11 Pro",2026-01-04,,"Windows 11 Pro",,
BD-04633,0,EITORD2025001644,,Computer,Desktop,Stock,4CE537D9FW,HP,"Pro Tower 290 G9",64737,2025-12-24,"Eastern IT",SDL2000660,,MIS,LWR,SDL,SDL,,CA0S3ES#A2N,"HP Pro Tower 290 G9","Intel (R) Core i5-12400",4.6,512,,8192,"WiFi & LAN",,64737,"Windows 11 Pro",2026-01-04,,"Windows 11 Pro",,
BD-04634,0,EITORD2025001644,,Computer,Desktop,Stock,4CE537D9F1,HP,"Pro Tower 290 G9",64737,2025-12-24,"Eastern IT",SDL2000660,,MIS,LWR,SDL,SDL,,CA0S3ES#A2N,"HP Pro Tower 290 G9","Intel (R) Core i5-12400",4.6,512,,8192,"WiFi & LAN",,64737,"Windows 11 Pro",2026-01-04,,"Windows 11 Pro",,
BD-04635,0,EITORD2025001644,,Computer,Desktop,Stock,4CE537D9G3,HP,"Pro Tower 290 G9",64737,2025-12-24,"Eastern IT",SDL2000660,,MIS,LWR,SDL,SDL,,CA0S3ES#A2N,"HP Pro Tower 290 G9","Intel (R) Core i5-12400",4.6,512,,8192,"WiFi & LAN",,64737,"Windows 11 Pro",2026-01-04,,"Windows 11 Pro",,
BD-04636,0,EITORD2025001644,,Computer,Desktop,Stock,4CE537D990,HP,"Pro Tower 290 G9",64737,2025-12-24,"Eastern IT",SDL2000660,,MIS,LWR,SDL,SDL,,CA0S3ES#A2N,"HP Pro Tower 290 G9","Intel (R) Core i5-12400",4.6,512,,8192,"WiFi & LAN",,64737,"Windows 11 Pro",2026-01-04,,"Windows 11 Pro",,
BD-04637,0,EITORD2025001644,,Computer,Desktop,Stock,4CE537D9G5,HP,"Pro Tower 290 G9",64737,2025-12-24,"Eastern IT",SDL2000660,,MIS,LWR,SDL,SDL,,CA0S3ES#A2N,"HP Pro Tower 290 G9","Intel (R) Core i5-12400",4.6,512,,8192,"WiFi & LAN",,64737,"Windows 11 Pro",2026-01-04,,"Windows 11 Pro",,
